city,state,church,total_members,additions,losses,ruling_elders,deacons,tithes_offerings,building_fund_offering,total_contributions,other_income,total_church_income,current_expenses,building_fund_disbursed,grand_total_disbursements,per_capita_giving
Midlothian,VA,Sycamore Presbyterian Church,448,26,18,11,8,1424297,11000,1495868,25993,1521861,992901,77218,1392876,3739.67
Waynesboro,VA,Tabernacle Presbyterian Church,383,24,15,6,8,769558,3848,862637,2796,865433,584398,0,806952,2904.50168350168
Tampa,FL,Tampa Bay Presbyterian Church,215,25,19,3,2,481252,NA,523265,11760,535025,327657,21981,475370,2890.96685082873
Temple Terrace,FL,Tampa somang Community Church,26,14,0,NA,NA,72630,NA,112260,NA,112260,102753,NA,102753,4317.69230769231
Lexington,KY,Tates Creek Presbyterian Church,1036,70,45,19,24,2987318,1606328,7316300,197793,7514093,5132325,1606271,7589998,8648.10874704492
Tchula,MS,Tchula Presbyterian Church,16,0,0,NA,NA,24854,NA,24854,NA,24854,NA,NA,250,1553.375
York,SC,Temple Presbyterian Church,54,3,1,3,NA,95535,NA,95535,NA,95535,101348,15212,119885,2123
Philadelphia,PA,Tenth Presbyterian Church,808,70,238,17,23,2977000,NA,3227000,131000,3358000,2676000,260000,3588000,4545.07042253521
Honolulu,HI,The City Church of Honolulu,143,11,3,2,0,307670,0,358285,0,358285,337000,0,409669,3170.66371681416
Granville,OH,The Granville Chapel,158,23,0,8,5,330078,248887,589201,NA,589201,281910,0,306592,4269.57246376812
Savannah,GA,The Kirk Presbyterian,230,30,0,6,7,NA,NA,0,NA,0,NA,NA,0,0
Ripon,CA,The Lords Church of Central Valley,17,0,0,NA,NA,50000,7000,64000,NA,64000,50900,10000,64000,3764.70588235294
Naperville,IL,The Redemption Church,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stockbridge,GA,The Rock Presbyterian Church,75,7,9,3,2,121139,NA,121139,4405,125544,141960,NA,165803,2125.24561403509
Lafayette,CO,The Table Church,51,3,0,0,0,271237,0,348608,0,348608,186912,30434,289050,6835.45098039216
Middletown,DE,The Town (PCA),407,19,16,5,3,708536,30843,825023,1887,826910,529070,179599,749037,2815.77815699659
Huntsville,AL,The Village Church,125,3,1,3,3,248939,NA,269456,NA,269456,266451,NA,283119,3454.5641025641
Cumming,GA,The Vine Community Church,731,65,3,12,5,1927174,159279,2214183,21630,2235813,1503989,329163,2097982,3891.35852372583
Toronto,ON,The Vine Presbyterian Church,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Pasadena,CA,The Way,85,0,15,1,3,547196,NA,549617,563,550180,650228,NA,685063,13405.2926829268
Los Altos,CA,The Way Church,85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Birmingham,AL,Third Presbyterian Church,230,25,18,8,10,1081935,7650,1095970,16968,1112938,741104,110678,1006381,5535.20202020202
Philadelphia,PA,Third Reformed Presbyterian Church,116,0,0,NA,NA,158743,NA,158743,NA,158743,110184,NA,150199,1867.56470588235
Centreville,MS,Thomson Memorial Presbyterian Church,58,0,3,4,4,403369,NA,405109,10061,415170,292465,NA,391178,6984.63793103448
Grove,OK,Three Rivers Church (PCA),97,4,0,2,2,210000,NA,274000,NA,274000,228000,75000,345800,3605.26315789474
Timonium,MD,Timonium Presbyterian Church,249,15,9,5,5,483008,0,518848,10346,529194,475135,NA,524512,2255.86086956522
Richardson,TX,Town North Presbyterian Church,269,26,14,6,4,1008649,0,1051831,18092,1069923,793854,0,1011887,5032.68421052632
Mill Creek,WA,Trinitas Presbyterian Church,3,3,0,5,5,45000,100000,148500,NA,148500,400000,NA,432950,49500
San Juan,PR,Trinity Church,100,0,0,NA,NA,643096,NA,787867,NA,787867,728336,514900,1392458,7878.67
Winston-Salem,NC,Trinity Church,140,21,16,3,9,333215,1500,353089,NA,353089,298086,NA,315780,2992.27966101695
Mililani,HI,Trinity Church Central Oahu,184,38,40,5,4,636172,127760,774999,128839,903838,409448,154584,588352,5457.73943661972
Richmond,KY,Trinity Church PCA,24,0,4,2,3,95657,NA,95657,NA,95657,98091,NA,98091,4555.09523809524
Bozeman,MT,Trinity Church PCA,524,49,21,6,5,1675492,682321,2357813,0,2357813,973465,2075258,3158745,5334.4185520362
Bozeman,MT,Trinity Church PCA,524,49,21,6,5,1675492,682321,2357813,0,2357813,973465,2075258,3158745,5334.4185520362
Collierville,TN,Trinity Church PCA,104,15,0,3,NA,541870,NA,541870,NA,541870,444189,NA,465789,6300.81395348837
Hudsonville,MI,Trinity Church PCA,148,10,8,5,5,392968,113790,506758,51516,558274,304559,0,372559,5067.58
Seattle,WA,Trinity Church Seattle,479,39,1,3,3,1925545,21199,1964766,181031,2145797,1419375,0,1584120,7067.5035971223
Sherwood,AR,Trinity Fellowship Church,79,9,0,3,0,186183,1370,187953,NA,187953,162545,NA,195593,3417.32727272727
Rogers,AR,Trinity Grace Church,453,37,10,9,8,1001016,1574599,2575615,NA,2575615,819995,3079803,3979432,7553.12316715543
San Antonio,TX,Trinity Grace Church,175,10,0,NA,NA,299715,NA,299715,51108,350823,NA,NA,29900,2125.63829787234
Morrisville,NC,Trinity Park Church,344,16,17,9,9,732974,NA,737180,NA,737180,644025,NA,693348,3290.98214285714
Fort Worth,TX,Trinity Presbyterian,583,67,12,5,7,1189724,1065824,2286014,150544,2436558,1057766,1115824,2357924,5080.03111111111
Owasso,OK,Trinity Presbyterian Church,356,71,31,5,8,1377410,2012154,3389564,17504,3407068,1332944,4360365,5810032,10829.2779552716
Crofton,MD,Trinity Presbyterian Church,200,18,7,5,12,492569,23775,533581,NA,533581,419998,NA,471211,3442.45806451613
Cleveland,TN,Trinity Presbyterian Church,277,21,13,12,8,460310,480957,994878,NA,994878,NA,NA,56692,4180.15966386555
Orangeburg,SC,Trinity Presbyterian Church,105,4,1,3,5,424731,NA,424731,43136,467867,284808,NA,402766,4205.25742574257
Cedar Rapids,IA,Trinity Presbyterian Church,131,40,15,3,0,385000,NA,385000,NA,385000,253800,NA,258000,4753.08641975309
Richland,WA,Trinity Presbyterian Church,NA,NA,NA,NA,NA,NA,NA,0,100096,100096,56435,NA,56535,0
Harrisburg,PA,Trinity Presbyterian Church,346,21,10,6,5,1057711,0,1087061,0,1087061,1001595,0,1170403,3981.90842490842
Plano,TX,Trinity Presbyterian Church,262,13,15,8,12,835770,0,926394,9805,936199,757815,34572,942294,4608.92537313433
Plano,TX,Trinity Presbyterian Church,262,13,15,8,12,835770,0,926394,9805,936199,757815,34572,942294,4608.92537313433
Asheville,NC,Trinity Presbyterian Church,232,24,17,11,4,682806,220,708992,62066,771058,523182,57878,701839,3458.49756097561
Opelika,AL,Trinity Presbyterian Church,327,23,13,8,7,1002421,1500,1088639,130,1088769,901553,NA,963953,4139.31178707224
New Martinsville,WV,Trinity Presbyterian Church,27,0,1,3,0,75500,NA,75500,NA,75500,50500,NA,52350,3595.2380952381
Montgomery,AL,Trinity Presbyterian Church,1187,56,30,18,26,4307679,NA,4776281,421369,5197650,3483300,83812,4901824,4761.99501495513
Charlottesville,VA,Trinity Presbyterian Church,1318,126,24,16,15,3030661,NA,3194973,310915,3505888,2216232,126667,3038732,2893.9972826087
Statesboro,GA,Trinity Presbyterian Church,301,15,35,7,10,794127,4050,871126,54327,925453,695543,21378,915177,3484.504
Maryville,TN,Trinity Presbyterian Church,41,4,0,3,5,97404,880,110030,NA,110030,81049,NA,93879,2683.65853658537
Chester,SC,Trinity Presbyterian Church,65,5,3,3,1,165677,224,172056,NA,172056,142646,NA,165956,3511.34693877551
Johnstown,PA,Trinity Presbyterian Church,108,3,4,4,3,190153,NA,195507,541,196048,163386,NA,190048,2875.10294117647
Rochester,MN,Trinity Presbyterian Church,307,15,21,5,10,809399,60450,869849,NA,869849,591109,NA,726613,4161.95693779904
Kailua,HI,Trinity Presbyterian Church,94,17,31,2,0,301293,0,321793,2920,324713,298416,0,311696,4732.25
Kearney,NE,Trinity Presbyterian Church,109,7,19,5,4,199704,NA,199704,NA,199704,208580,0,235059,1938.87378640777
Covington,GA,Trinity Presbyterian Church,165,20,9,7,6,462932,6605,517092,NA,517092,403590,41000,538315,3447.28
Van Wyck,SC,Trinity Presbyterian Church,85,3,2,2,5,193946,NA,193946,5419,199365,180234,NA,203074,2810.8115942029
Providence,RI,Trinity Presbyterian Church,167,15,18,5,5,301382,200,305552,NA,305552,308569,NA,339745,2484.16260162602
St. Albans,VT,Trinity Presbyterian Church,118,7,1,5,0,256525,5441,262091,0,262091,151453,5441,221994,3235.69135802469
Union,MO,Trinity Presbyterian Church,138,2,5,4,4,212455,0,221480,11520,233000,166345,18450,201320,2109.33333333333
Aledo,IL,Trinity Presbyterian Church,186,1,8,4,4,206256,0,270457,NA,270457,208503,0,300015,1918.13475177305
Mt. Kisco,NY,Trinity Presbyterian Church,164,21,2,5,5,NA,NA,0,NA,0,NA,NA,0,0
Lakeland,FL,Trinity Presbyterian Church,676,51,31,14,5,2440276,0,2440276,105546,2545822,2328895,0,2741985,5434.9131403118
San Luis Obispo,CA,Trinity Presbyterian Church,101,12,6,2,2,345267,NA,345267,1709,346976,321758,NA,345491,4262.55555555556
Tuscaloosa,AL,Trinity Presbyterian Church,726,111,17,15,15,2228542,NA,2240069,3775,2243844,1910572,50604,2171017,3848.91580756014
Murfreesboro,TN,Trinity Presbyterian Church,323,24,3,6,7,647927,6577,654504,9092,663596,525617,161744,739712,2576.7874015748
Hinsdale,IL,Trinity Presbyterian Church,168,18,0,7,5,750000,NA,750000,NA,750000,NA,NA,3700,6355.93220338983
Norfolk,VA,Trinity Presbyterian Church,591,46,44,4,6,1461049,2950,1541322,NA,1541322,1286224,NA,1491817,3380.09210526316
Kirkwood,MO,Trinity Presbyterian Church,281,20,7,12,16,8404910,200000,8619910,NA,8619910,683000,71000,834650,34070.790513834
DeMotte,IN,Trinity Presbyterian Church,20,0,3,NA,NA,NA,NA,0,NA,0,NA,NA,0,0
Corinth,MS,Trinity Presbyterian Church,50,0,0,NA,NA,62829,NA,62829,NA,62829,NA,NA,12270,1256.58
Boerne,TX,Trinity Presbyterian Church,326,29,12,5,4,1305279,688622,1993901,NA,1993901,660861,29780,862949,7357.56826568266
Ludlow,KY,Trinity Presbyterian Church of Northern Kentucky,92,26,0,2,2,249763,5000,273698,NA,273698,NA,NA,0,3649.30666666667
Santa Ana,CA,Trinity Presbyterian Church of Orange County,250,0,0,NA,NA,822948,NA,822948,NA,822948,606688,NA,674188,3291.792
New Castle,CO,Trinity Reformed Church,40,4,0,2,0,104155,NA,104155,NA,104155,NA,NA,0,4339.79166666667
Montrose,CO,Trinity Reformed Presbyterian Church,109,0,0,NA,NA,124089,NA,124089,NA,124089,110585,NA,111185,1477.25
66849 Landstuhl,GERMANY,Trinity Reformed Presbyterian Mission,71,10,15,1,1,0,0,0,0,0,0,0,0,0
Kirksville,MO,True Community Fellowship,2,0,3,NA,NA,3291,NA,5781,NA,5781,25000,NA,25150,2890.5
Cherry Hill,NJ,True Vine Community Church,71,6,4,NA,NA,169592,NA,192775,NA,192775,83617,NA,83617,5669.85294117647
West Palm Beach,FL,Truth Point Church,256,24,61,4,6,580140,NA,580140,16338,596478,634158,NA,665508,3053.36842105263
Tucker,GA,Tucker Presbyterian Church,147,11,6,4,7,595959,5900,601859,10899,612758,495309,154449,720508,4776.65873015873
Ballwin,MO,Twin Oaks Presbyterian Church,440,27,159,8,7,2334251,23214,2898659,152650,3051309,1536191,850000,2777747,7855.44444444444
North Charleston,SC,Two Rivers Presbyterian Church,98,8,2,4,4,NA,NA,0,NA,0,NA,NA,0,0
Fenton,MI,Tyrone Covenant Presbyterian Church,299,30,15,7,5,726845,92018,878228,20577,898805,670818,57212,785868,3614.10699588477
Athens,GA,Union Athens,96,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fayette,MS,Union Church Presbyterian Church,30,NA,NA,6,2,11558,NA,11558,3299,14857,8041,1429,10010,385.266666666667
Winnsboro,SC,Union Memorial Presbyterian Church,48,0,2,1,2,16250,0,16250,NA,16250,45680,NA,46680,369.318181818182
Salters,SC,Union Presbyterian Church,139,1,5,4,8,225547,NA,257246,NA,257246,173477,58098,270974,1850.69064748201
Suwanee,GA,Unity Korean Presbyterian Church,21,19,0,0,1,24636,0,29936,950,30886,21700,0,27810,1575.57894736842
Weogufka,AL,Unity Presbyterian Church,25,0,0,2,NA,29500,NA,29500,NA,29500,25700,NA,29550,1180
Tampa,FL,University Presbyterian Church,63,53,3,0,0,NA,NA,0,NA,0,NA,NA,0,0
Las Cruces,NM,University Presbyterian Church,252,9,12,6,4,656471,435,668796,392,669188,402948,NA,514476,3184.74285714286
Orlando,FL,University Presbyterian Church,327,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Lansing,MI,University Reformed Church,1062,61,43,12,9,2154402,300,2165182,25496,2190678,1810896,103836,2129337,2808.2775616083
Charlotte,NC,"Uptown Church, PCA",374,41,31,12,6,2179744,0,2179744,99000,2278744,1129813,1563183,3020996,5828.19251336898
Fairfield,AL,Urban Hope,87,10,6,4,2,147202,677457,1351703,NA,1351703,561537,239799,852393,20174.671641791
Chatsworth,CA,Valley Bethel Presbyterian Church,60,2,7,2,22,60231,0,75918,0,75918,48756,32137,84403,1265.3
North Hills,CA,Valley Presbyterian Church,373,24,33,7,7,661974,NA,661974,NA,661974,554490,NA,642870,2517.01140684411
Madison,AL,Valley Presbyterian Church,404,52,23,9,10,1168000,514000,1682000,NA,1682000,1275000,NA,1346750,5922.53521126761
Roseville,CA,Valley Springs PCA,243,32,44,4,5,1138189,1525,1175997,223087,1399084,1108733,175229,1379540,5821.76732673267
Vincent,OH,Veto Presbyterian Church,47,0,0,NA,NA,204761,NA,204761,NA,204761,NA,NA,40428,4356.6170212766
Los Angeles,CA,Victory Presbyterian Church,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eighty Four,PA,View Crest Presbyterian Church,127,15,5,3,3,205436,NA,217669,2135,219804,152682,NA,215232,2221.11224489796
New Bern,NC,Village Chapel Presbyterian Church,65,5,0,2,2,158906,NA,158906,NA,158906,151949,NA,164736,2563
Clemmons,NC,Village Presbyterian Church,57,2,2,0,0,106311,NA,131311,34256,165567,213197,NA,231527,2735.64583333333
Colorado Springs,CO,Village Seven Presbyterian Church,1711,106,137,31,17,3676773,17054,3748644,46855,3795499,3327446,120000,4079910,2712.47756874096
Elmhurst,IL,Vineyard Presbyterian Church,228,18,14,2,67,353009,0,411875,11120,422995,348226,5000,416652,1846.9730941704
Charlotte,NC,Vive Charlotte Church,31,11,5,NA,NA,30000,NA,39500,15000,54500,97000,NA,120000,1717.39130434783
College Park,MD,Wallace Presbyterian Church,662,11,5,10,6,952378,10800,1036389,NA,1036389,763594,153920,1072315,1996.89595375723
Gahanna,OH,Walnut Creek Presbyterian Church,121,0,4,6,7,364116,0,365885,28,365913,305936,0,329128,3023.84297520661
Bristol,TN,Walnut Hill Presbyterian Church,80,0,0,NA,NA,148714,NA,148714,NA,148714,NA,NA,26467,1858.925
Pensacola,FL,Warrington Presbyterian Church,152,0,2,2,4,97334,0,98544,50,98594,103376,0,114687,801.170731707317
Washington,PA,Washington Presbyterian Church,146,7,7,6,7,234138,88500,331680,0,331680,187606,55653,267042,3015.27272727273
Lexington,SC,Watershed Fellowship,165,11,23,5,5,427000,NA,427000,NA,427000,380000,NA,410000,3007.04225352113
Waynesboro,MS,Waynesboro Presbyterian Church,20,0,0,NA,NA,48290,NA,48290,NA,48290,44420,NA,50480,2682.77777777778
Colorado Springs,CO,Waypoint Church,115,25,13,0,0,219594,0,234594,0,234594,280841,0,340860,3304.14084507042
Ponte Vedra Beach,FL,Waypoint Church,104,24,0,3,3,NA,NA,0,NA,0,NA,NA,0,0
Chocowinity,NC,Wayside Presbyterian Church,63,11,5,3,0,86272,NA,86272,5763,92035,78245,23174,108404,1627.77358490566
Signal Mountain,TN,Wayside Presbyterian Church,359,62,26,10,12,990000,1095030,2258264,100234,2358498,7000329,896734,8008532,7841.19444444444
Weatherford,TX,Weatherford Presbyterian Church,79,14,8,2,1,NA,NA,0,NA,0,NA,NA,0,0
Charlotte,NC,West Charlotte Church at Freedom,85,5,6,5,4,333227,NA,333227,48617,381844,568034,NA,592985,4564.75342465753
Nashville,TN,West End Community Church,1509,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richmond,VA,West End Presbyterian Church,852,44,78,18,20,2544327,NA,2790343,184400,2974743,2061171,449343,3176211,4121.62924667651
Hopewell,VA,West End Presbyterian Church,88,5,6,5,4,235375,3950,251157,11832,262989,192251,NA,248355,3748.61194029851
Erie,PA,West Erie Presbyterian Church,60,4,4,2,2,238460,0,238460,0,238460,135365,0,146365,5545.58139534884
Harriman,TN,West Hills Presbyterian Church,62,2,2,3,3,152747,0,174852,2728,177580,123171,NA,149231,2866.4262295082
Knoxville,TN,West Hills Presbyterian Church,228,10,12,9,7,409901,6440,674876,1526,676402,421635,2875,583563,3391.33668341709
Hopewell,VA,West Hopewell Presbyterian Church,81,0,4,3,4,183225,660,204948,10,204958,162733,1726,223964,2661.66233766234
West Springfield,MA,West Springfield Covenant Community Church,132,2,4,5,3,285195,2439,288964,NA,288964,237486,20478,276869,3041.72631578947
Allentown,PA,West Valley Presbyterian Church,143,8,12,5,6,347108,NA,347108,17133,364241,241433,NA,279996,3506.14141414141
Urbandale,IA,Westkirk Presbyterian Church,440,25,12,7,6,705695,0,836140,1079,837219,616380,24852,696429,2588.66873065015
Lethbridge,AB,Westminster Chapel,141,16,3,5,3,185936,NA,185936,4593,190529,110000,NA,144650,2065.95555555556
Roswell,GA,Westminster Japanese Church,98,0,0,NA,NA,106037,NA,106037,NA,106037,82101,NA,85801,2256.10638297872
Jacksonville,FL,Westminster Presbyterian Church,186,19,26,5,8,528400,NA,529400,700,530100,347220,NA,495544,3702.0979020979
Butler,PA,Westminster Presbyterian Church,284,0,0,NA,NA,415040,NA,415040,NA,415040,411235,NA,752560,1861.16591928251
Ft. Myers,FL,Westminster Presbyterian Church,290,35,3,6,6,NA,NA,0,NA,0,NA,NA,0,0
Elgin,IL,Westminster Presbyterian Church,186,16,5,4,7,521342,0,525953,323888,849841,628230,0,719575,3506.35333333333
Brandon,FL,Westminster Presbyterian Church,181,7,9,5,2,445984,0,456669,330815,787484,622349,0,770950,3044.46
Muncie,IN,Westminster Presbyterian Church,309,15,19,22,11,924101,120,989952,13011,1002963,711661,59803,994393,3626.1978021978
Rock Tavern,NY,Westminster Presbyterian Church,266,5,2,6,7,497354,NA,499341,5299,504640,314590,84478,474391,2435.80975609756
Clinton,SC,Westminster Presbyterian Church,148,17,19,7,5,483492,25330,532801,7964,540765,464610,25400,563485,4331.71544715447
Milton,FL,Westminster Presbyterian Church,31,3,4,2,1,104924,NA,213475,NA,213475,155008,NA,170108,7115.83333333333
Alamogordo,NM,Westminster Presbyterian Church,88,4,1,2,3,117288,0,148443,2674,151117,115273,0,151783,1953.19736842105
Gainesville,TX,Westminster Presbyterian Church,81,6,0,5,4,96638,0,127374,0,127374,115613,0,130836,1572.51851851852
Bryan,TX,Westminster Presbyterian Church,382,25,30,8,9,977412,0,1015461,0,1015461,794814,10690,955807,3049.43243243243
Greenwood,MS,Westminster Presbyterian Church,269,0,3,8,14,689868,NA,694170,NA,694170,691900,NA,780103,3541.68367346939
Huntsville,AL,Westminster Presbyterian Church,632,62,19,16,18,1781523,691816,2704684,8000,2712684,1750000,2081192,3953616,5093.56685499058
Paxton,IL,Westminster Presbyterian Church,58,0,1,2,3,159618,0,159618,7945,167563,132877,0,140697,3800.42857142857
Columbus,GA,Westminster Presbyterian Church,128,22,1,3,3,281127,NA,298364,13687,312051,208074,NA,239950,2663.96428571429
Sumter,SC,Westminster Presbyterian Church,222,12,3,6,13,621770,NA,621770,NA,621770,477512,NA,613719,3172.29591836735
Ft. Walton Beach,FL,Westminster Presbyterian Church,214,7,28,4,6,525135,160000,786417,NA,786417,504676,NA,608920,5313.62837837838
Roanoke,VA,Westminster Presbyterian Church,73,5,6,3,4,217023,NA,254893,700,255593,178464,14563,221027,3491.68493150685
Tallahassee,FL,Westminster Presbyterian Church,87,5,0,4,4,388081,0,398813,299,399112,186500,90000,547666,6330.36507936508
Godfrey,IL,Westminster Presbyterian Church,122,7,6,5,5,279420,2155,314347,11017,325364,303180,0,340926,2576.61475409836
Kingsport,TN,Westminster Presbyterian Church,275,22,13,6,7,821705,NA,821705,42546,864251,305368,NA,516199,3988.85922330097
Atlanta,GA,Westminster Presbyterian Church,633,20,22,11,19,1866048,365400,2747105,38623,2785728,1663966,134966,2239483,5173.45574387947
Gainesville,GA,Westminster Presbyterian Church,470,42,16,9,17,1435601,NA,1854765,NA,1854765,NA,NA,368980,4416.10714285714
Vancouver,WA,Westminster Presbyterian Church,202,24,4,3,8,198617,85000,289769,0,289769,176729,0,202692,1600.93370165746
Dayton,TN,Westminster Presbyterian Church,248,0,0,NA,NA,536000,NA,536000,NA,536000,437000,NA,462000,3392.40506329114
Baton Rouge,LA,Westminster Presbyterian Church,77,0,0,NA,NA,247369,NA,247369,NA,247369,240878,NA,279231,4339.80701754386
Rock Hill,SC,Westminster Presbyterian Church,1793,63,39,20,33,4137132,1057488,5601438,400213,6001651,4715620,217629,5846760,4189.55721765146
Everett,WA,Westminster Presbyterian Church,139,13,25,3,5,312287,2832,333811,20740,354551,295519,2103,323645,2928.16666666667
Vicksburg,MS,Westminster Presbyterian Church,109,7,4,4,7,254196,NA,476366,NA,476366,257913,NA,290455,4962.14583333333
Lancaster,PA,Westminster Presbyterian Church,1804,80,66,22,18,4043171,1432278,5971779,302022,6273801,3081032,1382682,6147479,4121.31055900621
Johnson City,TN,Westminster Presbyterian Church of Johnson City,535,45,18,12,7,1867335,610402,2545107,177433,2722540,1567057,160574,2117505,5215.38319672131
Suffolk,VA,Westminster Reformed Presbyterian Church,750,32,123,21,23,2248096,28737,2476429,49760,2526189,1408752,NA,2084815,3701.68759342302
Tampa,FL,Westtown Church,435,33,48,8,11,1146642,349027,1562612,512376,2074988,1222861,333899,1631236,4569.04093567251
Dothan,AL,Westwood Presbyterian Church,101,5,7,3,6,370300,NA,370300,NA,370300,283500,NA,354880,4571.6049382716
